0.010000, -680.907316
0.020000, -1166.179115
0.030000, -1577.829458
0.040000, -1941.813642
0.050000, -2270.470737
0.060000, -2571.076832
0.070000, -2848.446039
0.080000, -3106.004699
0.090000, -3346.318279
0.100000, -3571.380786
0.110000, -3782.787140
0.120000, -3981.842315
0.130000, -4169.633833
0.140000, -4347.081813
0.150000, -4514.974647
0.160000, -4673.995114
0.170000, -4824.739933
0.180000, -4967.734704
0.190000, -5103.445506
0.200000, -5232.288047
0.210000, -5354.634975
0.220000, -5470.821783
0.230000, -5581.151648
0.240000, -5685.899403
0.250000, -5785.314855
0.260000, -5879.625563
0.270000, -5969.039179
0.280000, -6053.745443
0.290000, -6133.917879
0.300000, -6209.715260
0.310000, -6281.282864
0.320000, -6348.753567
0.330000, -6412.248792
0.340000, -6471.879330
0.350000, -6527.746071
0.360000, -6579.940627
0.370000, -6628.545894
0.380000, -6673.636536
0.390000, -6715.279411
0.400000, -6753.533947
0.410000, -6788.452468
0.420000, -6820.080484
0.430000, -6848.456932
0.440000, -6873.614400
0.450000, -6895.579300
0.460000, -6914.372028
0.470000, -6930.007090
0.480000, -6942.493204
0.490000, -6951.833377
0.500000, -6958.024961
0.510000, -6961.059685
0.520000, -6960.923668
0.530000, -6957.597406
0.540000, -6951.055740
0.550000, -6941.267800
0.560000, -6928.196928
0.570000, -6911.800576
0.580000, -6892.030180
0.590000, -6868.831000
0.600000, -6842.141947
0.610000, -6811.895359
0.620000, -6778.016760
0.630000, -6740.424570
0.640000, -6699.029779
0.650000, -6653.735571
0.660000, -6604.436898
0.670000, -6551.019996
0.680000, -6493.361823
0.690000, -6431.329436
0.700000, -6364.779260
0.710000, -6293.556267
0.720000, -6217.493027
0.730000, -6136.408615
0.740000, -6050.107355
0.750000, -5958.377355
0.760000, -5860.988811
0.770000, -5757.692012
0.780000, -5648.214999
0.790000, -5532.260787
0.800000, -5409.504047
0.810000, -5279.587134
0.820000, -5142.115248
0.830000, -4996.650529
0.840000, -4842.704746
0.850000, -4679.730147
0.860000, -4507.107861
0.870000, -4324.132957
0.880000, -4129.994891
0.890000, -3923.751392
0.900000, -3704.292786
0.910000, -3470.291947
0.920000, -3220.131803
0.930000, -2951.796195
0.940000, -2662.697504
0.950000, -2349.387237
0.960000, -2007.029130
0.970000, -1628.324942
0.980000, -1200.913451
0.990000, -698.817208
1.000000, nan
