0.010000, -633.582109
0.020000, -1078.317066
0.030000, -1452.589967
0.040000, -1781.553456
0.050000, -2077.145480
0.060000, -2346.390969
0.070000, -2593.926339
0.080000, -2823.042107
0.090000, -3036.194286
0.100000, -3235.285292
0.110000, -3421.831244
0.120000, -3597.067893
0.130000, -3762.020991
0.140000, -3917.554860
0.150000, -4064.407025
0.160000, -4203.213555
0.170000, -4334.528044
0.180000, -4458.836111
0.190000, -4576.566659
0.200000, -4688.100752
0.210000, -4793.778715
0.220000, -4893.905865
0.230000, -4988.757203
0.240000, -5078.581274
0.250000, -5163.603389
0.260000, -5244.028312
0.270000, -5320.042546
0.280000, -5391.816253
0.290000, -5459.504917
0.300000, -5523.250752
0.310000, -5583.183931
0.320000, -5639.423640
0.330000, -5692.079000
0.340000, -5741.249873
0.350000, -5787.027554
0.360000, -5829.495394
0.370000, -5868.729334
0.380000, -5904.798377
0.390000, -5937.765004
0.400000, -5967.685537
0.410000, -5994.610457
0.420000, -6018.584681
0.430000, -6039.647804
0.440000, -6057.834307
0.450000, -6073.173732
0.460000, -6085.690836
0.470000, -6095.405709
0.480000, -6102.333878
0.490000, -6106.486380
0.500000, -6107.869815
0.510000, -6106.486380
0.520000, -6102.333878
0.530000, -6095.405709
0.540000, -6085.690836
0.550000, -6073.173732
0.560000, -6057.834307
0.570000, -6039.647804
0.580000, -6018.584681
0.590000, -5994.610457
0.600000, -5967.685537
0.610000, -5937.765004
0.620000, -5904.798377
0.630000, -5868.729334
0.640000, -5829.495394
0.650000, -5787.027554
0.660000, -5741.249873
0.670000, -5692.079000
0.680000, -5639.423640
0.690000, -5583.183931
0.700000, -5523.250752
0.710000, -5459.504917
0.720000, -5391.816253
0.730000, -5320.042546
0.740000, -5244.028312
0.750000, -5163.603389
0.760000, -5078.581274
0.770000, -4988.757203
0.780000, -4893.905865
0.790000, -4793.778715
0.800000, -4688.100752
0.810000, -4576.566659
0.820000, -4458.836111
0.830000, -4334.528044
0.840000, -4203.213555
0.850000, -4064.407025
0.860000, -3917.554860
0.870000, -3762.020991
0.880000, -3597.067893
0.890000, -3421.831244
0.900000, -3235.285292
0.910000, -3036.194286
0.920000, -2823.042107
0.930000, -2593.926339
0.940000, -2346.390969
0.950000, -2077.145480
0.960000, -1781.553456
0.970000, -1452.589967
0.980000, -1078.317066
0.990000, -633.582109
