0.019608	827.066513
0.039216	853.364091
0.058824	878.892734
0.078431	903.652441
0.098039	927.643214
0.117647	950.865052
0.137255	973.317955
0.156863	995.001922
0.176471	1015.916955
0.196078	1036.063053
0.215686	1055.440215
0.235294	1074.048443
0.254902	1091.887735
0.274510	1108.958093
0.294118	1125.259516
0.313725	1140.792003
0.333333	1155.555556
0.352941	1169.550173
0.372549	1182.775855
0.392157	1195.232603
0.411765	1206.920415
0.431373	1217.839293
0.450980	1227.989235
0.470588	1237.370242
0.490196	1245.982314
0.509804	1253.825452
0.529412	1260.899654
0.549020	1267.204921
0.568627	1272.741253
0.588235	1277.508651
0.607843	1281.507113
0.627451	1284.736640
0.647059	1287.197232
0.666667	1288.888889
0.686275	1289.811611
0.705882	1289.965398
0.725490	1289.350250
0.745098	1287.966167
0.764706	1285.813149
0.784314	1282.891196
0.803922	1279.200308
0.823529	1274.740484
0.843137	1269.511726
0.862745	1263.514033
0.882353	1256.747405
0.901961	1249.211842
0.921569	1240.907343
0.941176	1231.833910
0.960784	1221.991542
